term,estimate,std.error,statistic,p.value
native_countryHong,0.855981423594214,0.268893465911356,3.18334780167696,0.00145582626987529
native_countryHungary,-0.286637419686979,0.444293432156413,-0.645153403001618,0.518827779445799
native_countryIndia,0.396863167171268,0.187898382250604,2.11211593424984,0.03467650660815
native_countryIran,0.134608927211051,0.250534666757236,0.537286631640022,0.591069638198223
native_countryIreland,-0.209217219043507,0.292387342284439,-0.715548140384196,0.474270405319329
native_countryItaly,-0.351126975763487,0.260732599533496,-1.34669380197077,0.178078869283837
native_countryJamaica,-0.727645409014349,0.297021097014255,-2.44981052298594,0.0142931406609913
native_countryJapan,-0.243342803232715,0.2454106433297,-0.991573959185598,0.321405397537801
native_countryLaos,-0.559753766974113,0.358924002041275,-1.55953283645194,0.118870318985219
native_countryMexico,-0.562818693386828,0.141599738436023,-3.97471562873767,7.04633974127291e-05
native_countryNicaragua,-1.09636440732673,0.39014833732179,-2.81012195221137,0.00495227310679638
native_countryOutlying-US(Guam-USVI-etc),0.531519415328933,0.316790191133365,1.67782788168832,0.0933807046288718
native_countryPeru,-0.852388193311139,0.303543763164261,-2.80812290269286,0.00498312050761042
native_countryPhilippines,-0.0532882989265757,0.17333573911042,-0.307428226862261,0.758517445852177
native_countryPoland,-0.391393089660821,0.281924474977858,-1.38829056857004,0.165048582981237
native_countryPortugal,0.281391010484786,0.303600606448366,0.926846009224434,0.354006492820463
native_countryPuerto-Rico,0.0603513249150551,0.19435331962483,0.310523766877531,0.756162688766783
native_countryScotland,-0.303313703769226,0.385054285855897,-0.787716732187571,0.43086241617468
native_countrySouth,-0.210888797833746,0.192482404191288,-1.09562637021183,0.273242316634116
native_countryTaiwan,-0.123272442595098,0.22713381624334,-0.542730468910143,0.587315392640973
native_countryThailand,0.213421591480915,0.296596893695183,0.719567857983877,0.471791107876198
native_countryTrinadad&Tobago,-1.26617163024804,0.411900174852435,-3.07397691856201,0.00211225774011578
native_countryUnited-States,0.0325956658774509,0.074678469494397,0.436480100598426,0.662488433947555
native_countryVietnam,-0.494052349388348,0.232957235245628,-2.12078559769746,0.0339398492479684
native_countryYugoslavia,-0.837394656837935,0.453270512829473,-1.84745010570095,0.0646819330222238
minutes_per_week,0.012093173937588,0.00133790537335812,9.0388858423031,1.58276745573837e-19
log(I(1 + abs(capital_gain - capital_loss))),0.119414260990489,0.00641630091540266,18.611075534788,2.61318855305006e-77
